split,dataset,subtask,set,num_of_retained_feature,num_of_compounds,rmse,r2,mae
1,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,0.8706489016150348,0.9814492455083828,0.5846812360266258
1,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,2.7353157751820354,0.8176788768563988,1.6548396598815918
1,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,2.870709885133272,0.8336978160774631,1.7883620196630081
2,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,1.5979992968583,0.9383476099461926,1.0937935952417392
2,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,2.499977064421617,0.8494608922449622,1.6871001972871669
2,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,4.022547809311222,0.6362325327644607,2.2189024450958086
3,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,1.361890763365059,0.9567203728182688,0.9332141610987933
3,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,3.1871577985774926,0.7381978001480707,2.010833963802562
3,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,3.192204000063602,0.7141586065280177,1.9707073338826497
4,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,1.0909271751386433,0.9704752387546202,0.761578615323589
4,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,3.5013493229885158,0.7444135837421779,2.0039916464412912
4,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,2.978548284379144,0.8131173712378849,1.8608240274338497
5,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,0.8219916545295111,0.9840390012910097,0.5602792576113359
5,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,3.3419020974620506,0.7165596480410144,1.898949442066866
5,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,2.9073813373514374,0.7846681397393709,1.7719664569915283
6,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,0.8977348117872863,0.9807734099220583,0.6234901732736755
6,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,3.4425879231537917,0.6692533909298426,2.169230329384723
6,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,2.968422831911523,0.8079614400673696,1.9060684279588165
7,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,1.893342139570526,0.916876163821433,1.257851713927087
7,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,2.6239886978564413,0.8046291823906773,1.8114904032987709
7,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,3.061370953438875,0.7432180196789238,1.9975858218076994
8,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,1.214527838988047,0.9642707676197633,0.8373717925124573
8,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,2.655172944075868,0.8377200339637578,1.7080221711551444
8,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,2.935198767343848,0.804854712728408,1.9109788711790057
9,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,0.7214090570999853,0.9875811230196877,0.5025584512216816
9,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,3.7876826334729055,0.6786732767650463,2.099346583720014
9,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,2.5681170045173705,0.8235576702972416,1.6123414582348377
10,SurFace1881PaDELminmaxseed0group.csv,Surface,tr,36,1881,1.3164508884786896,0.9591595971176039,0.894048039680859
10,SurFace1881PaDELminmaxseed0group.csv,Surface,va,36,1881,2.5767535721286796,0.8059874355122263,1.8287995006785676
10,SurFace1881PaDELminmaxseed0group.csv,Surface,te,36,1881,3.1140324499391703,0.7740028687470961,2.0314915352876852
